"doc_id","word","brand"
94,"bit","bj"
94,"soft","bj"
94,"chewy","bj"
94,"piece","bj"
94,"love","bj"
94,"disappointment","bj"
94,"sadly","bj"
94,"make","bj"
94,"stop","bj"
94,"buy","bj"
96,"day","bj"
96,"ago","bj"
96,"love","bj"
96,"blondie","bj"
96,"yummy","bj"
96,"enjoy","bj"
96,"salty","bj"
96,"eat","bj"
96,"like","bj"
98,"write","bj"
98,"enjoy","bj"
98,"pint","bj"
98,"delicious","bj"
98,"flavor","bj"
98,"problem","bj"
98,"waaay","bj"
98,"salty","bj"
98,"end","bj"
98,"eat","bj"
98,"nontheless","bj"
98,"hope","bj"
98,"buy","bj"
99,"sweet","bj"
99,"great","bj"
99,"buy","bj"
99,"couple","bj"
99,"time","bj"
99,"taste","bj"
99,"feel","bj"
99,"like","bj"
99,"choc","bj"
99,"leave","bj"
99,"gross","bj"
99,"bummer","bj"
99,"price","bj"
101,"buy","bj"
101,"time","bj"
101,"great","bj"
101,"time","bj"
101,"dollop","bj"
101,"top","bj"
101,"time","bj"
101,"small","bj"
101,"dollop","bj"
101,"like","bj"
101,"bit","bj"
101,"disappointed","bj"
103,"allergic","bj"
103,"coco","bj"
103,"find","bj"
103,"tasty","bj"
103,"hassle","bj"
103,"thankfully","bj"
103,"moon","bj"
103,"problem","bj"
103,"find","bj"
103,"store","bj"
103,"search","bj"
104,"time","bj"
104,"buy","bj"
104,"pint","bj"
104,"excited","bj"
104,"immediately","bj"
104,"notice","bj"
104,"lack","bj"
104,"blonde","bj"
104,"pint","bj"
104,"disappear","bj"
104,"like","bj"
104,"picture","bj"
104,"total","bj"
104,"blondie","bj"
104,"piece","bj"
106,"time","bj"
106,"wayyy","bj"
106,"salty","bj"
106,"week","bj"
106,"love","bj"
106,"trick","bj"
106,"tiny","bj"
106,"bite","bj"
106,"lot","bj"
107,"favorite","bj"
107,"flavor","bj"
107,"resort","bj"
107,"enjoy","bj"
107,"sweetness","bj"
107,"chewiness","bj"
107,"blonde","bj"
107,"rich","bj"
107,"blend","bj"
107,"perfectly","bj"
108,"love","bj"
108,"blonde","bj"
108,"pint","bj"
108,"wayyyyy","bj"
108,"overpowering","bj"
108,"blondie","bj"
108,"enjoy","bj"
108,"eat","bj"
108,"spread","bj"
108,"rest","bj"
108,"ruin","bj"
108,"opinion","bj"
109,"carmel","bj"
109,"bottom","bj"
109,"bit","bj"
109,"bite","bj"
109,"scoop","bj"
109,"like","bj"
109,"top","bj"
109,"layer","bj"
110,"buy","bj"
110,"time","bj"
110,"super","bj"
110,"excited","bj"
110,"love","bj"
110,"open","bj"
110,"product","bj"
110,"notice","bj"
110,"whatsoever","bj"
110,"disappoint","bj"
110,"price","bj"
110,"pint","bj"
111,"tasty","bj"
111,"halfway","bj"
111,"stop","bj"
111,"chewy","bj"
111,"bit","bj"
111,"flavorful","bj"
111,"thick","bj"
111,"cheat","bj"
111,"enjoy","bj"
114,"excited","bj"
114,"blond","bj"
114,"chunck","bj"
114,"stop","bj"
114,"suppose","bj"
114,"bottom","bj"
114,"upset","bj"
114,"time","bj"
117,"grow","bj"
117,"spoil","bj"
117,"delicious","bj"
117,"blend","bj"
117,"tasty","bj"
117,"disappointing","bj"
117,"small","bj"
117,"disappear","bj"
117,"halfway","bj"
118,"finish","bj"
118,"pint","bj"
118,"like","bj"
118,"idea","bj"
118,"flavor","bj"
118,"balanced","bj"
118,"flavor","bj"
118,"wise","bj"
118,"pint","bj"
118,"overwhelmingly","bj"
118,"salty","bj"
118,"blonde","bj"
119,"love","bj"
119,"year","bj"
119,"favorite","bj"
119,"wavy","bj"
119,"gravy","bj"
