doc_id,brand,X1,X2,y_dmm_5,y_kmeans_5,y_manual_5,y_dmm_10,y_kmeans_10
4216,bj,-19.71423,-3.0628014,1,2,3,2,3
4221,bj,2.9116056,28.390633,2,2,2,1,6
4232,bj,24.253561,-31.255478,1,0,1,2,7
4252,bj,19.292686,36.039402,1,2,3,2,6
4266,bj,15.584036,23.695364,1,2,0,2,3
4268,bj,-2.3275995,-25.656248,2,0,3,1,7
4278,bj,23.40916,-7.7386637,0,0,1,2,7
4281,bj,-9.153707,4.872606,1,2,0,2,3
4285,bj,38.48394,-0.58974993,0,2,2,5,3
4292,bj,-3.029716,-1.9430343,1,4,0,6,2
4297,bj,28.940441,-24.063232,1,0,1,0,7
4304,bj,-31.904953,-27.781214,1,2,0,2,8
4305,bj,12.7661705,-27.732557,1,0,0,7,7
4313,bj,32.31037,-12.354019,1,0,0,2,6
4322,bj,-2.2100046,-39.615475,2,0,0,2,7
4359,bj,36.695274,4.41757,0,2,0,9,3
4362,bj,9.360932,16.8537,0,2,3,5,3
4369,bj,-21.361784,12.402457,1,2,2,2,3
4373,bj,-10.509308,-5.881668,1,4,0,0,2
4377,bj,1.4927549,32.013058,1,2,3,2,6
4384,bj,-0.50750023,-34.033905,0,0,0,8,7
4396,bj,-23.584045,-28.033546,2,0,0,1,8
4413,bj,-34.433636,-23.714659,0,3,0,2,8
4416,bj,24.515806,3.8961632,2,2,4,8,3
4432,bj,23.248165,-26.629295,2,0,0,8,7
4439,bj,12.0196495,3.3055437,1,2,3,2,3
4444,bj,-4.2320547,33.811172,2,1,3,1,6
4450,bj,-19.1548,-1.2418495,1,2,0,2,6
4457,bj,-27.702478,5.266124,1,2,2,2,3
4465,bj,28.938978,0.52044,1,2,1,2,3
4468,bj,28.982132,12.720798,1,2,1,2,3
4473,bj,41.698795,1.579776,1,2,0,2,3
4480,bj,8.606097,34.168404,0,2,3,3,6
4491,bj,-25.298397,-27.466936,4,0,0,1,8
4497,bj,38.871044,27.708439,1,2,3,2,3
4515,bj,-9.301593,-29.288046,1,0,0,3,7
4527,bj,-0.5130308,31.384459,2,1,3,1,6
4535,bj,19.310658,26.45587,1,2,0,6,3
4538,bj,31.692608,-19.154833,1,0,0,2,7
4539,bj,16.520832,-9.562759,1,0,2,2,2
4552,bj,-9.240604,4.913693,1,2,0,2,3
4564,bj,19.662453,18.153494,0,2,0,0,3
4571,bj,15.564998,-25.775394,3,0,0,1,7
4584,bj,-11.908755,6.8203664,0,2,0,0,3
4591,bj,42.467804,4.7058296,2,2,0,2,3
4600,bj,-5.5883904,-34.56807,3,0,0,2,7
4601,bj,22.130184,-22.8446,1,0,0,8,7
4604,bj,5.00871,31.513708,1,0,0,2,6
4612,bj,11.2504425,3.3980708,0,2,3,2,3
4613,bj,-7.140019,-37.641453,1,0,0,2,7
4618,bj,23.690765,-23.700401,0,0,0,2,7
4627,bj,28.041452,15.043697,1,2,0,5,3
4639,bj,-8.574687,-29.77003,0,0,0,0,7
4642,bj,29.2916,20.31571,3,2,4,5,3
4644,bj,-30.309343,-20.30386,4,2,0,1,8
4645,bj,28.727585,28.3794,4,2,2,5,3
4648,bj,25.810461,-3.0183294,0,2,3,2,3
4651,bj,22.01691,-25.96473,0,0,0,0,7
4653,bj,-29.06811,-17.7694,2,2,0,6,8
4659,bj,-28.663864,-23.635042,2,2,0,4,8
4667,bj,-24.915846,-28.344542,1,0,0,2,8
4680,bj,22.094498,-23.791187,0,0,4,7,7
4684,bj,-12.095041,6.729595,1,2,0,8,3
4685,bj,17.877594,19.450163,1,2,0,7,3
4691,bj,-12.099399,8.3542795,0,2,0,2,3
4717,bj,15.606437,-25.817614,1,0,0,2,7
4722,bj,7.3381376,32.987255,1,2,3,3,6
4739,bj,12.958372,-34.525494,1,0,0,2,7
4742,bj,25.80225,-3.0273776,4,2,0,2,3
4745,bj,8.65229,-0.24824469,3,2,3,4,2
4746,bj,24.870813,22.796156,4,2,0,6,3
4759,bj,27.142338,0.27025634,0,2,0,2,3
4769,bj,15.529787,2.7471142,1,2,0,7,3
4773,bj,-25.011557,-28.308426,1,0,0,2,8
4779,bj,36.220272,15.818855,0,2,0,2,3
4786,bj,20.588034,6.073768,4,2,0,1,3
4788,bj,-13.054799,-33.54894,1,3,0,2,9
4798,bj,19.875824,-16.329565,3,0,0,1,7
4799,bj,6.522659,-35.8328,1,0,0,2,7
4801,bj,-21.16521,7.841064,1,2,0,4,3
4815,bj,-8.958209,4.4778895,4,2,0,0,3
4820,bj,-16.561522,-4.523404,0,2,0,4,3
4823,bj,-18.589529,-3.5836978,0,2,0,0,3
4841,bj,-5.3720603,-33.964535,3,0,0,2,7
4866,bj,37.26841,10.560491,2,2,0,2,3
4872,bj,9.080192,16.969168,2,2,0,2,3
4886,bj,6.87988,31.88648,2,2,3,2,6
4887,bj,-3.733232,-35.84666,0,0,0,2,7
4895,bj,-29.183113,-6.953845,3,2,0,5,3
4897,bj,20.677572,6.1033893,2,2,0,8,3
4905,bj,21.096626,-15.911948,1,0,3,2,7
4910,bj,-20.50904,3.1014013,3,2,0,4,3
4916,bj,26.587791,15.770775,3,2,0,2,3
4949,bj,-22.877537,4.194669,1,2,0,0,3
4963,bj,25.949232,30.58726,3,2,0,5,3
4972,bj,-28.855965,-34.01565,0,3,0,2,8
4978,bj,-5.353101,-11.768347,1,4,0,4,5
4998,bj,-11.879714,12.851539,0,1,0,8,0
4999,bj,-2.8750615,30.750116,2,1,3,8,6
5006,bj,11.6738825,25.03587,1,2,0,5,2
5008,bj,-4.9738965,-13.516635,1,4,0,4,2
5009,bj,-36.502037,4.660362,3,3,0,7,9
5011,bj,8.777214,18.42397,0,2,3,9,3
5025,bj,-32.116547,-5.340708,3,3,0,0,9
5028,bj,-8.427607,-22.737368,1,0,0,7,7
5056,bj,-21.179262,7.9094925,0,2,0,7,3
5068,bj,15.750487,-13.112132,2,1,3,1,8
5072,bj,-10.246668,32.008923,0,1,3,7,0
5073,bj,-32.206966,-2.2878144,3,3,0,4,9
5075,bj,-25.866388,8.865433,2,2,0,0,3
5078,bj,-36.95493,9.698491,4,3,2,1,8
5079,bj,-26.100716,-6.087791,3,3,0,5,4
5083,bj,-10.5320425,1.7973293,1,3,3,7,9
5086,bj,20.69526,6.1081347,3,2,0,4,3
5092,bj,-30.18639,-18.193472,4,2,0,1,8
5095,bj,10.774229,29.0388,2,2,0,6,6
5096,bj,-11.126235,-38.68041,2,0,0,1,7
5097,bj,-43.425896,-11.780008,1,3,3,7,9
5098,bj,-39.88673,14.077311,1,1,0,6,0
5099,bj,14.976487,40.301533,3,1,4,6,6
5100,bj,-0.49733782,-6.9147873,2,4,0,7,2
5102,bj,7.1892033,4.521147,1,2,3,4,6
5103,bj,-30.787117,-32.247192,1,2,0,2,8
5105,bj,24.696402,-32.108955,1,0,0,2,7
5116,bj,8.601947,2.2425115,2,2,3,5,3
5121,bj,1.7318106,24.376642,4,2,3,8,6
5122,bj,20.98203,-25.746817,3,0,0,8,7
5126,bj,-0.39737928,-24.38991,3,2,0,5,3
5131,bj,-9.413377,-24.53613,1,0,0,7,2
5134,bj,32.251816,-22.12538,1,0,0,2,7
5137,bj,43.356487,4.564566,1,2,3,2,3
5172,bj,7.4172497,32.98131,2,2,3,8,6
5178,bj,20.072187,24.494637,3,2,0,3,3
5208,bj,27.188435,6.3156343,3,2,0,6,3
5223,bj,-25.936361,-29.03,2,0,0,8,8
5233,bj,-18.623772,7.4649906,4,2,0,6,3
5289,bj,2.0050466,28.767748,2,2,2,1,6
5290,bj,16.56972,24.61342,4,2,0,9,3
5293,bj,8.087572,25.779367,2,4,3,1,6
5301,bj,-42.2516,-20.57048,3,3,4,4,4
5302,bj,7.6186037,-20.781446,3,2,0,4,3
5304,bj,-18.344368,11.349768,4,2,0,0,3
5305,bj,-42.14538,-21.066118,2,3,4,4,8
5306,bj,5.8202333,-24.076878,3,3,4,4,8
5308,bj,10.408189,22.596352,4,1,3,9,6
5312,bj,5.5363536,-23.160982,3,3,2,4,9
5313,bj,-25.960686,19.148846,3,2,0,4,6
5314,bj,7.893384,-24.4069,3,0,4,4,7
5316,bj,6.8754067,-23.779827,3,2,0,4,8
5320,bj,-24.42633,-5.7209415,3,3,0,4,8
5323,bj,-16.324617,17.767553,3,2,0,4,3
5327,bj,22.288258,13.721977,3,2,0,4,3
5331,bj,13.085663,2.830048,3,2,0,4,3
5334,bj,-11.23372,-2.9080296,3,4,0,0,2
5348,bj,-14.022467,-17.186747,3,4,0,4,5
5351,bj,7.834232,-20.419075,3,2,3,4,8
5364,bj,-18.81916,-8.377107,3,4,0,0,2
5368,bj,8.3555765,-21.870462,3,0,0,4,7
5372,bj,6.942507,-23.96369,3,0,0,4,7
5373,bj,-12.7177305,20.803177,4,0,4,4,7
5376,bj,28.459599,10.006717,4,2,2,4,3
5377,bj,19.885315,2.580086,2,2,4,4,8
5380,bj,-13.813031,-17.576342,3,4,2,4,2
5382,bj,5.958305,-21.736149,3,3,0,4,9
5388,bj,-31.068895,-7.782137,4,3,0,2,9
5392,bj,-42.278805,-19.499931,3,3,0,4,9
5395,bj,17.672575,13.026231,3,2,2,4,3
5398,bj,14.409145,29.79533,3,2,1,0,6
5416,bj,-11.724199,7.031251,3,2,0,0,3
5419,bj,-12.128809,20.149323,4,2,0,4,3
5421,bj,-26.462181,18.45254,3,1,0,4,6
5422,bj,-17.06626,-2.6540327,3,3,0,4,9
5423,bj,-10.935038,-35.740307,3,0,0,4,9
5424,bj,-8.5520115,-38.219177,3,3,0,0,9
5427,bj,-16.928308,1.8511233,3,2,0,4,3
5428,bj,20.380444,2.9227695,2,2,4,4,8
5431,bj,-6.2081895,-6.10423,3,4,0,4,2
5434,bj,7.046715,-22.225801,3,2,0,4,3
5436,bj,-7.364543,-7.0811253,3,4,0,4,2
5437,bj,-12.815397,19.601809,3,2,0,4,3
5441,bj,21.19366,3.5082378,2,2,4,4,3
5446,bj,-11.332798,20.405273,4,2,4,4,8
5450,bj,24.33684,-15.188819,1,0,1,4,7
5452,bj,7.6904445,-21.62196,3,0,3,4,7
5464,bj,29.06918,-24.683887,2,0,1,8,7
5465,bj,-22.521347,18.763508,3,4,0,4,2
5466,bj,7.0971203,-21.874954,3,0,0,4,7
5468,bj,28.627039,16.588654,0,2,0,2,3
5476,bj,-6.9612207,-34.72532,1,0,0,2,7
5482,bj,25.734615,27.620293,0,2,3,2,3
5492,bj,13.718455,2.4670098,3,2,0,4,3
5503,bj,-4.965283,30.712456,2,1,3,8,6
5507,bj,36.38035,15.910513,2,2,0,6,3
5511,bj,34.385136,27.704895,3,2,2,0,3
5530,bj,-18.660944,2.8711247,3,2,0,4,3
5531,bj,42.38461,6.310655,0,2,0,2,3
5536,bj,41.27892,3.9276915,0,2,0,2,3
5544,bj,22.288017,13.722628,3,2,0,4,3
5556,bj,-8.759116,-32.197384,1,0,0,2,7
5561,bj,24.496304,-6.068949,0,1,0,8,0
5565,bj,-13.999504,-8.542599,1,4,0,5,2
5569,bj,7.7902536,9.412798,0,2,0,8,3
5570,bj,-15.454477,27.919785,0,1,3,8,0
5577,bj,23.381971,-26.90953,0,0,1,5,7
5586,bj,-4.417802,-12.490391,1,4,0,0,2
5587,bj,27.373604,16.214891,4,2,0,9,3
5588,bj,7.9700503,12.458842,1,2,3,6,3
5590,bj,37.268467,12.637305,3,2,0,4,3
5591,bj,-23.622782,-1.5390931,2,2,0,6,3
5598,bj,-37.890068,15.845357,0,1,3,0,0
5599,bj,-36.796448,15.631037,2,1,0,8,0
5615,bj,-38.65871,-14.228511,3,3,0,4,9
5687,bj,6.4446216,33.20318,1,2,0,3,6
5720,bj,29.31016,-3.8638716,2,2,4,5,3
5722,bj,-32.14783,12.590165,3,3,0,5,9
5723,bj,18.010155,-13.760428,1,0,3,2,8
5735,bj,9.636983,-5.2648635,1,4,0,0,2
5737,bj,-16.521324,-4.3846292,1,2,0,0,3
5740,bj,29.595646,24.976513,4,2,4,1,3
5741,bj,-2.922469,-2.4772475,3,4,0,4,2
5759,bj,-25.83643,-30.791653,2,3,4,1,8
5761,bj,-40.877758,16.172407,2,1,0,1,0
5763,bj,-0.69535714,9.150356,4,2,0,7,2
5764,bj,11.721167,19.245039,0,2,3,5,3
5769,bj,-16.2122,-33.43614,0,3,0,9,9
5771,bj,-41.819057,-4.4961996,4,3,0,3,9
5773,bj,-3.4770627,-10.018324,4,4,3,6,5
5775,bj,-27.699503,5.368836,1,2,0,0,3
5779,bj,-32.767128,7.817569,0,3,3,9,9
5785,bj,-35.552097,-17.59001,3,3,2,4,9
5786,bj,-42.840637,-10.810039,0,3,0,7,9
5789,bj,-0.07456434,-11.362577,3,4,0,4,2
5790,bj,5.640989,-36.262062,1,0,0,5,7
5791,bj,-14.966234,2.1062725,4,2,0,7,3
5792,bj,-0.348763,-13.25758,1,4,4,5,2
5794,bj,-14.305202,-13.41693,3,4,0,4,9
5795,bj,25.082376,18.007235,2,2,0,7,3
5796,bj,17.032661,12.782937,0,2,3,0,3
5798,bj,-24.804268,-0.46964586,0,2,0,5,3
5801,bj,-0.6198929,-15.365573,3,4,0,4,5
5803,bj,-39.24155,-5.26724,3,3,0,4,9
5807,bj,-15.962733,0.9220352,3,2,0,0,3
5824,bj,2.434861,-7.449901,1,4,0,7,2
5831,bj,10.964629,3.036152,2,2,0,4,3
5840,bj,-16.175505,-22.411419,3,3,0,4,4
5849,bj,-8.395142,3.3478632,3,4,0,0,2
5854,bj,-37.553543,-26.17431,2,3,4,8,4
5859,bj,25.859467,33.68434,2,1,0,6,8
5860,bj,16.137249,27.643873,3,2,3,4,6
5863,bj,23.064487,-25.16193,1,0,3,2,7
5864,bj,0.38085535,7.1491833,1,0,0,7,2
5866,bj,11.031752,36.06118,2,2,3,7,6
5868,bj,-5.7802234,-37.104633,3,0,0,2,7
5875,bj,-15.002736,0.3046654,1,2,0,0,3
5880,bj,26.389162,33.242268,2,2,4,6,3
5895,bj,-12.17499,-10.502481,0,4,0,8,5
5896,bj,-43.788082,-4.4198594,0,3,0,7,4
5899,bj,30.20542,-14.699033,1,4,0,2,2
5900,bj,-40.699528,-1.6064093,3,3,0,6,4
5901,bj,29.355434,15.949037,3,2,3,5,3
5904,bj,27.047424,0.32909885,2,2,0,6,3
5905,bj,5.6403728,-7.048694,1,2,0,6,2
5906,bj,16.81587,18.96586,1,2,0,7,3
5907,bj,27.975067,-18.248611,0,0,0,7,7
5910,bj,-25.689167,6.5639253,1,2,0,8,3
5911,bj,26.599367,-10.9450245,1,0,0,9,7
5912,bj,-39.639965,-14.091387,3,3,2,7,9
5913,bj,11.539606,-6.7410383,3,2,0,0,3
5914,bj,-41.03468,-2.3156242,1,3,0,4,9
5915,bj,-35.37522,11.745633,1,3,0,8,9
5916,bj,-16.84097,27.136223,0,3,0,8,0
5918,bj,7.757382,-5.074518,0,2,0,8,2
5919,bj,-35.70625,-2.8435388,3,3,0,5,0
5920,bj,5.282979,36.341915,1,1,3,8,6
5924,bj,16.121813,16.204718,1,2,1,7,3
5932,bj,17.377098,10.970459,1,2,0,2,3
5938,bj,-47.012695,6.5556765,3,3,0,4,4
5943,bj,-46.644855,6.8942833,3,3,0,4,4
5948,bj,-47.074017,7.929171,3,4,0,4,2
5956,bj,-19.262466,-30.445717,3,2,0,4,3
5960,bj,-9.118284,-15.851613,3,3,0,4,4
5969,bj,-39.886967,3.0492136,3,3,0,4,9
5970,bj,-42.358936,7.3072023,3,3,4,4,9
5977,bj,-2.5937133,-19.57842,1,4,0,4,5
5978,bj,-5.150243,-9.442767,3,4,0,4,5
5981,bj,-26.538641,-20.546232,2,1,3,4,8
5984,bj,-39.33241,13.030967,3,3,3,4,0
5986,bj,-11.381279,-12.364106,3,4,0,4,5
5987,bj,-13.673965,-37.40426,3,3,0,5,9
5988,bj,-28.351732,-17.112867,2,1,4,6,8
5990,bj,-6.3664236,-11.155718,4,4,0,6,2
5991,bj,10.491941,-17.878954,3,4,0,4,2
5994,bj,-27.83007,-10.35554,3,3,0,4,9
5995,bj,-38.37865,-5.2650647,3,3,0,4,9
5997,bj,-26.419329,-2.9256096,3,3,0,4,9
6003,bj,-31.92618,17.534239,2,1,0,4,6
6004,bj,-43.3319,8.311721,3,3,0,4,9
6005,bj,-35.039936,-10.943999,3,3,0,4,9
6007,bj,21.468752,20.201275,3,2,0,4,3
6008,bj,-35.25696,-4.3873487,3,3,0,4,9
6009,bj,1.4856958,-10.785046,3,4,0,7,2
6012,bj,26.659525,18.21278,3,2,0,4,3
6013,bj,-5.473195,-9.471192,3,4,0,4,2
6014,bj,-3.5433578,-4.8514085,3,4,0,4,2
6016,bj,21.369219,20.793192,2,2,3,4,3
6017,bj,13.039252,33.239273,2,2,0,8,6
6021,bj,-25.428381,16.676283,2,1,3,8,6
6026,bj,-2.892736,-4.0284452,3,4,0,4,2
6031,bj,-2.9186301,-3.9953666,3,4,0,4,2
6043,bj,-2.8157644,-5.4868584,3,4,3,4,2
6044,bj,30.134237,22.764399,3,2,4,7,3
6047,bj,31.110973,23.460155,4,2,4,0,3
6056,bj,-1.6448139,-9.262686,3,4,0,4,2
6057,bj,-42.584053,8.174924,3,2,0,4,3
6064,bj,4.5786386,-9.045556,3,4,0,4,2
6083,bj,26.987137,16.57434,1,2,0,8,3
6097,bj,-11.950155,-0.44244894,1,2,1,7,3
6100,bj,23.796873,-28.636961,2,0,3,8,6
6107,bj,7.245289,25.313135,4,2,0,6,6
6108,bj,-19.917517,-0.5843016,1,2,0,2,3
6110,bj,-5.373492,-33.963093,1,0,0,2,7
6114,bj,-34.424213,-10.025645,3,3,0,4,9
6116,bj,15.659244,32.958733,4,2,4,6,8
6118,bj,22.962828,18.807627,3,2,0,4,3
6120,bj,20.5698,-18.430128,3,0,3,3,7
6124,bj,15.709317,5.612147,3,2,2,4,3
6125,bj,15.598935,2.8888462,3,2,4,4,3
6133,bj,-36.91312,-10.836052,3,3,0,0,9
6134,bj,7.6922283,33.250195,4,2,0,9,6
6135,bj,-27.535837,-2.1977825,1,3,2,1,9
6144,bj,26.735456,0.22340387,0,2,2,5,3
6145,bj,8.636012,-37.032516,1,0,0,5,7
6146,bj,-33.95844,-22.392643,3,3,0,4,8
6156,bj,7.903346,6.498255,1,4,0,8,2
6158,bj,-27.205566,6.49468,1,2,3,3,3
6160,bj,17.11571,-17.219715,2,0,0,8,8
6168,bj,-39.223576,-10.911445,0,3,0,2,9
6178,bj,-17.770813,-16.62592,1,2,0,2,8
6182,bj,38.867043,27.710377,3,2,2,4,3
6187,bj,-5.9016294,-33.56835,0,0,0,2,7
6188,bj,-6.4247894,22.898022,4,2,3,1,6
6199,bj,3.4148588,-4.2362804,1,4,0,6,2
6204,bj,34.68578,12.362621,1,2,3,2,6
6214,bj,28.045513,1.5713679,2,2,0,6,3
6233,bj,21.969034,6.5506215,1,2,3,2,3
6236,bj,25.302444,-10.687235,0,0,4,2,7
6238,bj,10.132686,25.970165,1,1,3,2,6
6243,bj,10.633073,16.486544,2,2,3,8,3
6251,bj,22.968197,18.789839,1,2,0,4,3
6257,bj,36.583763,16.502464,3,2,3,4,3
6259,bj,-26.735487,-22.750101,4,2,0,1,8
6261,bj,28.92936,8.211899,3,2,1,5,3
6286,bj,39.636703,7.6072073,4,2,0,2,3
6288,bj,-12.588584,-36.65,1,0,0,2,7
6295,bj,28.974567,-2.0923023,0,2,3,8,3
6296,bj,-1.0407981,-15.884278,1,4,0,6,5
6328,bj,21.647821,29.45807,2,2,0,4,3
6336,bj,29.280092,20.304201,1,2,0,4,3
6344,bj,-6.0594997,0.8637356,4,2,4,1,8
6345,bj,-8.495599,-4.306968,1,4,0,7,2
6347,bj,12.992136,-11.526307,2,0,0,8,6
6349,bj,4.9741726,-0.71018463,1,4,0,6,2
6351,bj,38.86096,-0.56063426,0,2,0,5,3
6353,bj,-26.83198,-18.973476,2,2,0,1,8
6356,bj,-11.960059,-26.10688,0,3,0,2,9
6361,bj,26.427742,7.0139923,0,2,4,1,3
6362,bj,-8.3289585,2.4928505,1,4,0,7,2
6364,bj,-38.972694,-6.535936,1,3,0,5,9
6365,bj,13.881117,6.345819,1,2,0,7,3
6367,bj,-0.7165808,-6.1554284,1,4,3,7,2
6369,bj,0.6309274,27.018616,2,1,0,1,8
6372,bj,6.7795367,11.110017,0,2,0,5,3
6375,bj,0.77548194,11.661096,1,2,0,7,2
6377,bj,3.002584,8.979315,1,4,0,7,2
6379,bj,-2.9622083,-15.123266,4,4,0,6,5
6383,bj,31.57295,18.913105,2,2,4,1,3
6384,bj,-34.35414,-7.541211,0,3,0,0,9
6388,bj,-14.777866,-8.41391,0,3,0,5,9
6391,bj,-9.855489,30.794928,2,1,3,8,0
6392,bj,-3.047747,-12.30895,3,4,0,4,2
6403,bj,39.15042,-13.565619,0,0,0,7,7
6411,bj,-0.9533911,29.337875,2,1,4,8,6
6412,bj,29.0007,8.994603,1,2,0,5,3
6414,bj,-18.754725,12.722788,1,2,3,2,3
6421,bj,-31.595463,-24.731495,1,3,0,6,8
6429,bj,27.893272,-25.810833,0,0,0,8,7
6430,bj,21.45502,7.5530734,3,2,1,5,3
6431,bj,-45.521545,-1.2195011,4,3,0,9,4
6435,bj,-23.407284,4.828214,0,2,0,5,3
6445,bj,41.51911,3.8208847,1,2,0,2,3
6450,bj,21.018225,-16.897486,0,0,0,8,7
6456,bj,-28.824099,-32.670963,0,3,0,2,9
6460,bj,-7.542323,-30.649536,1,0,0,2,7
6467,bj,12.359688,-10.815729,2,2,0,1,3
6468,bj,-42.979996,-6.3442397,1,4,0,7,9
6470,bj,-10.512283,-28.504337,0,0,0,0,7
6473,bj,1.124099,0.38458428,1,4,0,1,2
6477,bj,-3.934576,-39.880367,1,0,0,2,7
6494,bj,3.5133114,37.20285,1,1,4,8,6
6495,bj,2.9698403,3.909902,1,2,3,6,3
6506,bj,7.164631,29.199114,4,2,2,2,6
6508,bj,24.216728,-14.563838,1,0,0,2,7
6509,bj,14.310993,-32.13846,0,0,0,2,7
6517,bj,-1.3810774,-38.73723,2,0,0,8,7
6520,bj,28.407934,-16.668736,1,0,3,2,7
6527,bj,-33.335907,13.865651,0,3,3,8,6
6529,bj,-23.90737,-1.4884841,0,2,0,3,3
6531,bj,-27.169672,-23.36522,1,2,0,8,8
6546,bj,7.8761253,3.8593333,3,2,3,7,6
6547,bj,28.627533,-24.067184,0,0,0,5,7
6551,bj,-19.228275,-19.482904,1,2,3,2,8
6555,bj,-30.876017,-26.765543,1,2,0,2,8
6568,bj,23.162258,11.389157,1,2,2,3,3
6572,bj,-5.529133,-35.69525,1,0,0,3,7
6578,bj,-4.914282,-33.187542,1,0,0,2,7
6614,bj,-0.68304485,-32.658867,1,0,0,7,7
6624,bj,28.341612,16.169964,0,2,0,0,3
6635,bj,8.2825775,-34.72866,3,0,3,2,7
6638,bj,-28.050043,-23.445908,3,2,0,1,8
6645,bj,25.609903,9.640132,1,2,0,2,3
6651,bj,-31.035633,-0.6701034,3,3,0,0,9
6653,bj,-10.983705,8.329745,4,2,0,0,3
6658,bj,17.14,-20.090816,0,0,0,0,7
6660,bj,-28.626741,-22.574957,2,2,0,8,8
6671,bj,-32.233997,-0.13737437,3,3,0,4,9
6680,bj,19.631105,26.699373,1,2,0,0,3
6681,bj,-4.4408813,-30.811514,1,0,0,2,7
6683,bj,-17.879229,12.298511,2,2,0,4,3
6687,bj,15.127847,-0.43165073,2,2,1,5,3
6698,bj,17.926811,-17.48955,0,0,2,2,7
6699,bj,-6.325215,-41.82314,0,0,0,8,7
6700,bj,-26.412035,-23.799473,1,2,3,2,8
6706,bj,-26.946878,-28.13344,1,3,0,2,8
6730,bj,26.958654,-10.53675,3,0,2,6,7
6732,bj,22.603548,-23.924114,1,0,0,2,7
6734,bj,-27.083519,14.847749,1,2,3,6,6
6748,bj,18.16218,9.117043,1,2,3,0,3
6758,bj,-6.4724636,-31.187384,1,0,0,2,7
6768,bj,40.477535,8.381384,1,2,0,2,3
6773,bj,20.962317,0.116953515,3,2,0,8,3
6775,bj,43.24035,16.770784,1,2,3,2,3
6776,bj,-5.9159884,-33.77684,3,0,0,4,7
6787,bj,31.362757,10.952603,0,2,0,2,3
6796,bj,-11.64874,5.842247,1,2,0,2,3
6809,bj,-33.1152,-22.0807,1,3,0,2,8
6814,bj,-23.401272,17.05971,1,2,0,2,6
6821,bj,-33.28496,-21.911762,1,3,0,5,8
6824,bj,35.619083,9.342496,1,2,0,2,3
6840,bj,41.066547,2.1765397,1,2,0,2,3
6851,bj,26.695469,2.3371084,4,2,4,7,3
6874,bj,42.34938,16.214846,1,2,0,2,3
6907,bj,20.497374,-24.9516,2,0,0,1,7
6914,bj,8.222376,12.128114,0,2,3,5,3
6931,bj,-19.632605,3.643969,3,2,0,2,3
6934,bj,8.255707,31.749819,0,2,3,8,6
6937,bj,28.217014,21.448524,1,2,1,2,3
6945,bj,24.294542,-15.210355,3,0,0,2,7
6950,bj,28.611244,2.337957,0,2,2,8,3
6972,bj,17.405766,18.753803,1,2,0,7,3
6983,bj,-12.67553,-13.401075,3,4,0,4,5
6984,bj,-8.729689,-4.4380155,4,4,0,0,2
6985,bj,4.2907276,22.19465,0,1,3,8,2
6986,bj,-24.907219,-5.518934,0,3,1,0,9
6996,bj,-6.1997547,-21.343733,1,4,0,5,5
7000,bj,-37.01327,8.094869,2,3,0,3,9
7001,bj,-14.046627,-36.136986,0,0,0,7,9
7002,bj,-10.521167,-23.960659,1,3,0,5,9
7004,bj,-45.34085,-10.828202,1,3,3,0,0
7007,bj,-8.284262,6.294805,3,2,0,5,3
7008,bj,-4.2073073,-37.67499,3,0,0,5,7
7013,bj,26.747936,14.93078,0,2,0,5,3
7016,bj,-9.139388,-34.96999,0,3,1,0,9
7018,bj,-6.030264,9.178282,0,3,0,5,9
7032,bj,11.739616,-32.28767,0,0,3,5,7
7034,bj,-36.767506,-7.232161,1,3,0,7,9
7035,bj,-38.265892,-11.030057,3,3,0,5,9
7037,bj,-20.169296,5.3162107,1,2,0,3,3
7038,bj,-21.144184,2.943399,1,2,0,0,3
7039,bj,-14.980382,7.3963113,3,2,0,4,3
7040,bj,37.497578,-8.434804,1,2,0,7,3
7042,bj,14.568735,-26.30573,2,0,0,5,7
7043,bj,11.54329,2.3326054,3,2,4,4,3
7045,bj,-21.306736,-5.997994,3,3,0,0,9
7046,bj,-6.564084,-42.604828,0,1,0,7,7
7048,bj,-2.6933713,-35.904007,0,0,0,8,7
7052,bj,-31.458933,-1.2035313,1,3,0,4,9
7056,bj,-39.335735,-5.785982,3,3,0,7,9
7058,bj,-1.4918072,-37.816216,1,0,0,3,7
7061,bj,-22.119455,4.8210664,0,2,0,0,3
7063,bj,9.26397,-35.99932,1,0,0,2,7
7064,bj,-44.102814,-3.5572999,3,4,0,7,5
7076,bj,9.920537,-5.326346,1,2,0,0,2
7079,bj,-11.92487,-0.4503966,1,4,0,6,2
7081,bj,19.392513,-23.69992,1,0,0,7,7
7082,bj,0.8386656,-1.7046727,4,4,3,7,2
7086,bj,-31.53693,-8.68823,0,3,0,2,9
7087,bj,17.601624,11.74949,3,2,2,4,3
7088,bj,-15.042881,-36.188076,1,3,0,7,9
7089,bj,-14.358768,-2.7819026,1,2,0,0,3
7091,bj,-9.453612,-37.29773,1,3,0,2,9
7094,bj,-11.970762,12.215607,1,2,3,0,3
7096,bj,-28.974876,-7.683783,3,2,0,6,2
7100,bj,8.194002,16.910229,2,2,3,8,3
7102,bj,-34.06097,10.984807,1,3,0,7,9
7103,bj,16.195896,16.186628,1,2,1,5,3
7108,bj,-0.15982725,10.206063,1,4,0,7,2
7111,bj,26.320013,27.591776,1,2,0,2,3
7114,bj,-29.949787,19.409039,1,2,0,8,6
